Name,PD Notation,Crossing Number,Determinant,Volume
12n_22,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[14;8;15;7];[9;2;10;3];[11;19;12;18];[13;20;14;21];[6;16;7;15];[17;22;18;23];[19;1;20;24];[21;16;22;17];[23;12;24;13]],12,141,17.89542539
12n_23,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[7;14;8;15];[9;2;10;3];[18;11;19;12];[20;14;21;13];[15;6;16;7];[22;18;23;17];[24;19;1;20];[16;22;17;21];[12;24;13;23]],12,9,14.16639441
12n_24,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[14;7;15;8];[9;2;10;3];[20;11;21;12];[6;13;7;14];[22;16;23;15];[24;18;1;17];[12;19;13;20];[18;22;19;21];[16;24;17;23]],12,49,13.19351634
12n_25,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[14;7;15;8];[9;2;10;3];[20;11;21;12];[6;13;7;14];[24;16;1;15];[22;18;23;17];[12;19;13;20];[18;22;19;21];[16;24;17;23]],12,11,8.392103621
12n_26,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[14;8;15;7];[9;2;10;3];[20;12;21;11];[18;13;19;14];[6;16;7;15];[22;17;23;18];[24;20;1;19];[16;21;17;22];[12;24;13;23]],12,97,16.7369115
12n_27,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[14;8;15;7];[9;2;10;3];[11;20;12;21];[13;19;14;18];[6;16;7;15];[17;23;18;22];[19;24;20;1];[21;17;22;16];[23;12;24;13]],12,123,17.47411143
12n_28,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[7;14;8;15];[9;2;10;3];[20;12;21;11];[18;13;19;14];[15;6;16;7];[22;17;23;18];[24;20;1;19];[16;21;17;22];[12;24;13;23]],12,33,14.97169302
12n_29,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[14;8;15;7];[9;2;10;3];[20;12;21;11];[22;13;23;14];[6;16;7;15];[12;18;13;17];[24;20;1;19];[16;21;17;22];[18;24;19;23]],12,119,17.30907054
12n_30,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[14;8;15;7];[9;2;10;3];[11;20;12;21];[13;23;14;22];[6;16;7;15];[17;12;18;13];[19;24;20;1];[21;17;22;16];[23;18;24;19]],12,141,17.89542539
12n_31,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[7;14;8;15];[9;2;10;3];[20;12;21;11];[22;13;23;14];[15;6;16;7];[12;18;13;17];[24;20;1;19];[16;21;17;22];[18;24;19;23]],12,9,14.16639441
12n_32,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[14;8;15;7];[9;2;10;3];[22;11;23;12];[20;14;21;13];[6;16;7;15];[12;18;13;17];[24;19;1;20];[16;22;17;21];[18;23;19;24]],12,97,16.7369115
12n_33,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[14;8;15;7];[9;2;10;3];[11;23;12;22];[13;20;14;21];[6;16;7;15];[17;12;18;13];[19;1;20;24];[21;16;22;17];[23;19;24;18]],12,123,17.47411143
12n_34,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[7;14;8;15];[9;2;10;3];[22;11;23;12];[20;14;21;13];[15;6;16;7];[12;18;13;17];[24;19;1;20];[16;22;17;21];[18;23;19;24]],12,33,14.97169302
12n_35,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[16;7;17;8];[9;2;10;3];[18;12;19;11];[20;13;21;14];[6;15;7;16];[24;18;1;17];[22;20;23;19];[12;21;13;22];[14;24;15;23]],12,69,13.52972007
12n_36,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[16;7;17;8];[9;2;10;3];[11;18;12;19];[13;21;14;20];[6;15;7;16];[17;24;18;1];[19;22;20;23];[21;13;22;12];[23;14;24;15]],12,91,14.51339104
12n_37,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[7;17;8;16];[9;2;10;3];[18;12;19;11];[20;13;21;14];[15;7;16;6];[24;18;1;17];[22;20;23;19];[12;21;13;22];[14;24;15;23]],12,41,11.44268466
12n_38,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[16;7;17;8];[9;2;10;3];[18;12;19;11];[20;13;21;14];[6;15;7;16];[24;18;1;17];[22;19;23;20];[14;21;15;22];[12;24;13;23]],12,67,13.62052308
12n_39,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[16;7;17;8];[9;2;10;3];[11;18;12;19];[13;21;14;20];[6;15;7;16];[17;24;18;1];[19;23;20;22];[21;15;22;14];[23;12;24;13]],12,93,14.75002062
12n_40,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[7;17;8;16];[9;2;10;3];[18;12;19;11];[20;13;21;14];[15;7;16;6];[24;18;1;17];[22;19;23;20];[14;21;15;22];[12;24;13;23]],12,63,13.33880577
12n_41,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[16;8;17;7];[9;2;10;3];[18;11;19;12];[20;13;21;14];[22;16;23;15];[6;18;7;17];[12;19;13;20];[24;21;1;22];[14;24;15;23]],12,19,9.869967966
12n_42,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[16;8;17;7];[9;2;10;3];[18;11;19;12];[20;14;21;13];[22;16;23;15];[6;18;7;17];[24;19;1;20];[14;22;15;21];[12;24;13;23]],12,59,12.72188195
12n_43,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[16;8;17;7];[9;2;10;3];[11;19;12;18];[13;20;14;21];[15;22;16;23];[6;18;7;17];[19;1;20;24];[21;14;22;15];[23;12;24;13]],12,81,13.80465599
12n_44,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[7;16;8;17];[9;2;10;3];[18;11;19;12];[20;14;21;13];[22;16;23;15];[17;6;18;7];[24;19;1;20];[14;22;15;21];[12;24;13;23]],12,51,11.89119848
12n_45,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[16;8;17;7];[9;2;10;3];[18;11;19;12];[20;14;21;13];[24;15;1;16];[6;18;7;17];[22;20;23;19];[14;22;15;21];[12;23;13;24]],12,37,11.92460907
12n_46,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[16;8;17;7];[9;2;10;3];[18;11;19;12];[22;14;23;13];[20;16;21;15];[6;18;7;17];[24;19;1;20];[14;22;15;21];[12;24;13;23]],12,41,10.61379286
12n_47,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[16;8;17;7];[9;2;10;3];[11;19;12;18];[13;22;14;23];[15;20;16;21];[6;18;7;17];[19;1;20;24];[21;14;22;15];[23;12;24;13]],12,59,11.81231325
12n_48,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[7;16;8;17];[9;2;10;3];[18;11;19;12];[22;14;23;13];[20;16;21;15];[17;6;18;7];[24;19;1;20];[14;22;15;21];[12;24;13;23]],12,49,11.5132972
12n_49,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[16;8;17;7];[9;2;10;3];[20;11;21;12];[18;13;19;14];[22;16;23;15];[6;18;7;17];[12;19;13;20];[24;21;1;22];[14;24;15;23]],12,81,14.84483026
12n_50,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[16;8;17;7];[9;2;10;3];[11;21;12;20];[13;19;14;18];[15;22;16;23];[6;18;7;17];[19;13;20;12];[21;1;22;24];[23;14;24;15]],12,99,15.46608161
12n_51,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[7;16;8;17];[9;2;10;3];[20;11;21;12];[18;13;19;14];[22;16;23;15];[17;6;18;7];[12;19;13;20];[24;21;1;22];[14;24;15;23]],12,9,13.07266429
12n_52,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[7;16;8;17];[9;2;10;3];[20;11;21;12];[18;13;19;14];[15;22;16;23];[17;6;18;7];[12;19;13;20];[21;1;22;24];[23;14;24;15]],12,123,16.6421753
12n_53,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[7;16;8;17];[9;2;10;3];[11;21;12;20];[13;19;14;18];[22;16;23;15];[17;6;18;7];[19;13;20;12];[24;21;1;22];[14;24;15;23]],12,57,13.95958139
12n_54,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[16;7;17;8];[9;2;10;3];[20;11;21;12];[22;13;23;14];[6;15;7;16];[24;18;1;17];[14;19;15;20];[12;21;13;22];[18;24;19;23]],12,29,10.44358266
12n_55,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[16;7;17;8];[9;2;10;3];[22;12;23;11];[18;14;19;13];[6;15;7;16];[20;18;21;17];[14;20;15;19];[24;22;1;21];[12;24;13;23]],12,111,16.32842951
12n_56,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[16;7;17;8];[9;2;10;3];[22;12;23;11];[13;18;14;19];[6;15;7;16];[17;20;18;21];[19;14;20;15];[24;22;1;21];[12;24;13;23]],12,9,12.93351068
12n_57,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[16;7;17;8];[9;2;10;3];[11;22;12;23];[18;14;19;13];[6;15;7;16];[20;18;21;17];[14;20;15;19];[21;24;22;1];[23;12;24;13]],12,9,12.93351068
12n_58,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[16;7;17;8];[9;2;10;3];[11;22;12;23];[13;18;14;19];[6;15;7;16];[17;20;18;21];[19;14;20;15];[21;24;22;1];[23;12;24;13]],12,129,16.81764564
12n_59,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[7;17;8;16];[9;2;10;3];[22;12;23;11];[18;14;19;13];[15;7;16;6];[20;18;21;17];[14;20;15;19];[24;22;1;21];[12;24;13;23]],12,21,13.43455964
12n_60,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[7;17;8;16];[9;2;10;3];[22;12;23;11];[13;18;14;19];[15;7;16;6];[17;20;18;21];[19;14;20;15];[24;22;1;21];[12;24;13;23]],12,99,15.72115902
12n_61,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[7;17;8;16];[9;2;10;3];[11;22;12;23];[18;14;19;13];[15;7;16;6];[20;18;21;17];[14;20;15;19];[21;24;22;1];[23;12;24;13]],12,99,15.72115902
12n_62,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[16;8;17;7];[9;2;10;3];[22;12;23;11];[18;13;19;14];[20;15;21;16];[6;18;7;17];[14;19;15;20];[24;22;1;21];[12;24;13;23]],12,81,15.14901769
12n_63,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[16;8;17;7];[9;2;10;3];[11;22;12;23];[18;13;19;14];[20;15;21;16];[6;18;7;17];[14;19;15;20];[21;24;22;1];[23;12;24;13]],12,39,14.12424027
12n_64,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[7;16;8;17];[9;2;10;3];[22;12;23;11];[13;19;14;18];[15;21;16;20];[17;6;18;7];[19;15;20;14];[24;22;1;21];[12;24;13;23]],12,69,14.49570528
12n_65,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[16;7;17;8];[9;2;10;3];[22;11;23;12];[20;13;21;14];[6;15;7;16];[24;18;1;17];[14;19;15;20];[12;21;13;22];[18;24;19;23]],12,31,10.22762912
12n_66,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[16;8;17;7];[9;2;10;3];[22;11;23;12];[24;13;1;14];[20;16;21;15];[6;18;7;17];[14;20;15;19];[18;22;19;21];[12;23;13;24]],12,81,15.14901769
12n_67,[[1;5;2;4];[3;8;4;9];[5;11;6;10];[18;7;19;8];[9;2;10;3];[22;11;23;12];[24;13;1;14];[20;15;21;16];[6;17;7;18];[14;19;15;20];[16;21;17;22];[12;23;13;24]],12,51,13.88991139
12n_68,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[14;10;15;9];[18;12;19;11];[6;14;7;13];[22;16;23;15];[10;18;11;17];[24;19;1;20];[16;22;17;21];[20;23;21;24]],12,35,12.252981
12n_69,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[9;14;10;15];[11;18;12;19];[6;14;7;13];[15;22;16;23];[17;10;18;11];[19;1;20;24];[21;16;22;17];[23;21;24;20]],12,73,14.5877951
12n_70,[[1;5;2;4];[3;9;4;8];[5;12;6;13];[7;3;8;2];[14;10;15;9];[18;12;19;11];[13;6;14;7];[22;16;23;15];[10;18;11;17];[24;19;1;20];[16;22;17;21];[20;23;21;24]],12,79,14.63163118
12n_71,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[14;10;15;9];[18;11;19;12];[6;14;7;13];[22;15;23;16];[20;18;21;17];[10;19;11;20];[24;21;1;22];[16;23;17;24]],12,59,13.08791131
12n_72,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[9;14;10;15];[11;19;12;18];[6;14;7;13];[15;23;16;22];[17;20;18;21];[19;11;20;10];[21;1;22;24];[23;17;24;16]],12,97,15.26280843
12n_73,[[1;5;2;4];[3;9;4;8];[5;12;6;13];[7;3;8;2];[14;10;15;9];[18;11;19;12];[13;6;14;7];[22;15;23;16];[20;18;21;17];[10;19;11;20];[24;21;1;22];[16;23;17;24]],12,55,12.89805667
12n_74,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[14;10;15;9];[20;12;21;11];[6;14;7;13];[22;16;23;15];[24;18;1;17];[10;20;11;19];[18;22;19;21];[16;24;17;23]],12,49,12.1264273
12n_75,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[9;14;10;15];[11;20;12;21];[6;14;7;13];[15;22;16;23];[17;24;18;1];[19;10;20;11];[21;18;22;19];[23;16;24;17]],12,83,14.36776874
12n_76,[[1;5;2;4];[3;9;4;8];[5;12;6;13];[7;3;8;2];[14;10;15;9];[20;12;21;11];[13;6;14;7];[22;16;23;15];[24;18;1;17];[10;20;11;19];[18;22;19;21];[16;24;17;23]],12,53,12.70030499
12n_77,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[14;10;15;9];[20;12;21;11];[6;14;7;13];[24;16;1;15];[22;18;23;17];[10;20;11;19];[18;22;19;21];[16;24;17;23]],12,43,10.50125282
12n_78,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[9;14;10;15];[11;20;12;21];[6;14;7;13];[15;24;16;1];[17;22;18;23];[19;10;20;11];[21;18;22;19];[23;16;24;17]],12,65,12.41430895
12n_79,[[1;5;2;4];[3;9;4;8];[5;12;6;13];[7;3;8;2];[14;10;15;9];[20;12;21;11];[13;6;14;7];[24;16;1;15];[22;18;23;17];[10;20;11;19];[18;22;19;21];[16;24;17;23]],12,23,8.247510508
12n_80,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[16;9;17;10];[6;11;7;12];[18;13;19;14];[22;15;23;16];[10;17;11;18];[24;19;1;20];[14;21;15;22];[20;23;21;24]],12,67,13.80287628
12n_81,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[9;17;10;16];[6;11;7;12];[13;19;14;18];[15;23;16;22];[17;11;18;10];[19;1;20;24];[21;15;22;14];[23;21;24;20]],12,101,15.50510658
12n_82,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[16;9;17;10];[11;7;12;6];[18;13;19;14];[22;15;23;16];[10;17;11;18];[24;19;1;20];[14;21;15;22];[20;23;21;24]],12,35,13.58705583
12n_83,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[16;9;17;10];[11;7;12;6];[13;19;14;18];[15;23;16;22];[10;17;11;18];[19;1;20;24];[21;15;22;14];[23;21;24;20]],12,105,15.7750209
12n_84,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;17;10;16];[11;7;12;6];[18;13;19;14];[22;15;23;16];[17;11;18;10];[24;19;1;20];[14;21;15;22];[20;23;21;24]],12,63,13.903895
12n_85,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[16;10;17;9];[6;11;7;12];[20;13;21;14];[10;16;11;15];[22;17;23;18];[14;19;15;20];[24;21;1;22];[18;23;19;24]],12,65,14.95903832
12n_86,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[9;16;10;17];[6;11;7;12];[13;21;14;20];[15;10;16;11];[17;23;18;22];[19;15;20;14];[21;1;22;24];[23;19;24;18]],12,103,16.50721979
12n_87,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[16;10;17;9];[11;7;12;6];[20;13;21;14];[10;16;11;15];[22;17;23;18];[14;19;15;20];[24;21;1;22];[18;23;19;24]],12,49,15.44410718
12n_88,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[16;10;17;9];[11;7;12;6];[13;21;14;20];[10;16;11;15];[17;23;18;22];[19;15;20;14];[21;1;22;24];[23;19;24;18]],12,119,17.05161201
12n_89,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[16;10;17;9];[6;11;7;12];[20;14;21;13];[10;16;11;15];[22;18;23;17];[24;20;1;19];[14;22;15;21];[18;24;19;23]],12,43,13.42857544
12n_90,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[9;16;10;17];[6;11;7;12];[13;20;14;21];[15;10;16;11];[17;22;18;23];[19;24;20;1];[21;14;22;15];[23;18;24;19]],12,77,15.09435774
12n_91,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[16;10;17;9];[11;7;12;6];[20;14;21;13];[10;16;11;15];[22;18;23;17];[24;20;1;19];[14;22;15;21];[18;24;19;23]],12,59,15.29742539
12n_92,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[16;10;17;9];[11;7;12;6];[13;20;14;21];[10;16;11;15];[17;22;18;23];[19;24;20;1];[21;14;22;15];[23;18;24;19]],12,109,16.44655552
12n_93,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;16;10;17];[11;7;12;6];[20;14;21;13];[15;10;16;11];[22;18;23;17];[24;20;1;19];[14;22;15;21];[18;24;19;23]],12,11,13.91104106
12n_94,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[16;10;17;9];[6;11;7;12];[20;14;21;13];[10;16;11;15];[24;18;1;17];[22;20;23;19];[14;22;15;21];[18;24;19;23]],12,73,14.01383143
12n_95,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[9;16;10;17];[6;11;7;12];[13;20;14;21];[15;10;16;11];[17;24;18;1];[19;22;20;23];[21;14;22;15];[23;18;24;19]],12,95,15.07127441
12n_96,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[16;10;17;9];[11;7;12;6];[20;14;21;13];[10;16;11;15];[24;18;1;17];[22;20;23;19];[14;22;15;21];[18;24;19;23]],12,7,12.06971218
12n_97,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[16;9;17;10];[6;11;7;12];[22;13;23;14];[18;15;19;16];[10;17;11;18];[24;20;1;19];[14;21;15;22];[20;24;21;23]],12,41,12.3738104
12n_98,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[16;10;17;9];[18;11;19;12];[6;14;7;13];[20;16;21;15];[24;18;1;17];[22;19;23;20];[14;22;15;21];[10;23;11;24]],12,93,16.46754035
12n_99,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[9;16;10;17];[11;19;12;18];[6;14;7;13];[15;20;16;21];[17;24;18;1];[19;23;20;22];[21;14;22;15];[23;11;24;10]],12,135,17.97481045
12n_100,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[16;10;17;9];[22;12;23;11];[6;14;7;13];[20;16;21;15];[24;18;1;17];[10;20;11;19];[14;22;15;21];[18;24;19;23]],12,111,16.86024067
12n_101,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[9;16;10;17];[11;22;12;23];[6;14;7;13];[15;20;16;21];[17;24;18;1];[19;10;20;11];[21;14;22;15];[23;18;24;19]],12,141,17.92577668
12n_102,[[1;5;2;4];[3;9;4;8];[5;12;6;13];[7;3;8;2];[16;10;17;9];[22;12;23;11];[13;6;14;7];[20;16;21;15];[24;18;1;17];[10;20;11;19];[14;22;15;21];[18;24;19;23]],12,21,14.4824079
12n_103,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[18;10;19;9];[6;11;7;12];[20;14;21;13];[22;16;23;15];[10;18;11;17];[24;20;1;19];[14;22;15;21];[16;24;17;23]],12,47,11.38217498
12n_104,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[9;18;10;19];[6;11;7;12];[13;20;14;21];[15;22;16;23];[17;10;18;11];[19;24;20;1];[21;14;22;15];[23;16;24;17]],12,73,13.1889278
12n_105,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[18;10;19;9];[11;7;12;6];[20;14;21;13];[22;16;23;15];[10;18;11;17];[24;20;1;19];[14;22;15;21];[16;24;17;23]],12,31,11.89133678
12n_106,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[18;10;19;9];[11;7;12;6];[13;20;14;21];[15;22;16;23];[10;18;11;17];[19;24;20;1];[21;14;22;15];[23;16;24;17]],12,81,13.84792413
12n_107,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;18;10;19];[11;7;12;6];[20;14;21;13];[22;16;23;15];[17;10;18;11];[24;20;1;19];[14;22;15;21];[16;24;17;23]],12,39,11.12718883
12n_108,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[18;10;19;9];[6;11;7;12];[20;14;21;13];[22;16;23;15];[10;18;11;17];[24;20;1;19];[16;22;17;21];[14;24;15;23]],12,69,13.69283543
12n_109,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[9;18;10;19];[6;11;7;12];[13;20;14;21];[15;22;16;23];[17;10;18;11];[19;24;20;1];[21;16;22;17];[23;14;24;15]],12,99,15.15931839
12n_110,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[18;10;19;9];[11;7;12;6];[20;14;21;13];[22;16;23;15];[10;18;11;17];[24;20;1;19];[16;22;17;21];[14;24;15;23]],12,21,12.48411513
12n_111,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[18;10;19;9];[11;7;12;6];[13;20;14;21];[15;22;16;23];[10;18;11;17];[19;24;20;1];[21;16;22;17];[23;14;24;15]],12,91,14.85918792
12n_112,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;18;10;19];[11;7;12;6];[20;14;21;13];[22;16;23;15];[17;10;18;11];[24;20;1;19];[16;22;17;21];[14;24;15;23]],12,77,14.48267962
12n_113,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[18;9;19;10];[6;11;7;12];[20;13;21;14];[22;15;23;16];[24;17;1;18];[10;19;11;20];[14;21;15;22];[16;23;17;24]],12,53,11.7038756
12n_114,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[9;19;10;18];[6;11;7;12];[13;21;14;20];[15;23;16;22];[17;1;18;24];[19;11;20;10];[21;15;22;14];[23;17;24;16]],12,67,12.55407259
12n_115,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[18;9;19;10];[11;7;12;6];[20;13;21;14];[22;15;23;16];[24;17;1;18];[10;19;11;20];[14;21;15;22];[16;23;17;24]],12,11,10.16716355
12n_116,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[18;9;19;10];[6;11;7;12];[20;13;21;14];[22;15;23;16];[24;17;1;18];[10;19;11;20];[16;21;17;22];[14;23;15;24]],12,71,13.73240532
12n_117,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[9;19;10;18];[6;11;7;12];[13;21;14;20];[15;23;16;22];[17;1;18;24];[19;11;20;10];[21;17;22;16];[23;15;24;14]],12,97,15.07881848
12n_118,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[18;9;19;10];[11;7;12;6];[20;13;21;14];[22;15;23;16];[24;17;1;18];[10;19;11;20];[16;21;17;22];[14;23;15;24]],12,7,12.04749287
12n_119,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[18;10;19;9];[6;11;7;12];[22;14;23;13];[20;15;21;16];[10;18;11;17];[16;19;17;20];[24;22;1;21];[14;24;15;23]],12,17,9.87594244
12n_120,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[18;9;19;10];[6;11;7;12];[22;13;23;14];[24;15;1;16];[20;17;21;18];[10;19;11;20];[16;21;17;22];[14;23;15;24]],12,19,9.87594244
12n_122,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[18;9;19;10];[16;12;17;11];[6;14;7;13];[20;15;21;16];[24;17;1;18];[22;20;23;19];[14;21;15;22];[10;23;11;24]],12,107,16.79325404
12n_123,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[9;19;10;18];[11;16;12;17];[6;14;7;13];[15;21;16;20];[17;1;18;24];[19;22;20;23];[21;15;22;14];[23;11;24;10]],12,145,18.15036328
12n_124,[[1;5;2;4];[3;9;4;8];[5;12;6;13];[7;3;8;2];[18;9;19;10];[16;12;17;11];[13;6;14;7];[20;15;21;16];[24;17;1;18];[22;20;23;19];[14;21;15;22];[10;23;11;24]],12,7,14.25726379
12n_125,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[18;9;19;10];[20;12;21;11];[6;14;7;13];[10;15;11;16];[22;18;23;17];[14;20;15;19];[24;21;1;22];[16;24;17;23]],12,93,16.46754035
12n_126,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[9;19;10;18];[11;20;12;21];[6;14;7;13];[15;11;16;10];[17;22;18;23];[19;14;20;15];[21;1;22;24];[23;16;24;17]],12,135,17.97481045
12n_127,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[20;10;21;9];[18;11;19;12];[6;14;7;13];[10;15;11;16];[22;17;23;18];[14;19;15;20];[24;22;1;21];[16;23;17;24]],12,107,16.79325404
12n_128,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[9;20;10;21];[11;19;12;18];[6;14;7;13];[15;11;16;10];[17;23;18;22];[19;15;20;14];[21;24;22;1];[23;17;24;16]],12,145,18.15036328
12n_129,[[1;5;2;4];[3;9;4;8];[5;12;6;13];[7;3;8;2];[20;10;21;9];[18;11;19;12];[13;6;14;7];[10;15;11;16];[22;17;23;18];[14;19;15;20];[24;22;1;21];[16;23;17;24]],12,7,14.25726379
12n_130,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[22;10;23;9];[6;11;7;12];[16;13;17;14];[20;15;21;16];[24;17;1;18];[14;19;15;20];[10;22;11;21];[18;23;19;24]],12,65,14.95903832
12n_131,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[9;22;10;23];[6;11;7;12];[13;17;14;16];[15;21;16;20];[17;1;18;24];[19;15;20;14];[21;10;22;11];[23;19;24;18]],12,103,16.50721979
12n_132,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[22;10;23;9];[11;7;12;6];[16;13;17;14];[20;15;21;16];[24;17;1;18];[14;19;15;20];[10;22;11;21];[18;23;19;24]],12,49,15.44410718
12n_133,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[22;10;23;9];[11;7;12;6];[13;17;14;16];[15;21;16;20];[17;1;18;24];[19;15;20;14];[10;22;11;21];[23;19;24;18]],12,119,17.05161201
