Name,PD Notation,Crossing Number,Determinant,Volume
12n_134,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[22;10;23;9];[6;11;7;12];[18;14;19;13];[20;16;21;15];[24;18;1;17];[14;20;15;19];[10;22;11;21];[16;24;17;23]],12,43,13.42857544
12n_135,[[1;5;2;4];[3;9;4;8];[12;5;13;6];[7;3;8;2];[9;22;10;23];[6;11;7;12];[13;18;14;19];[15;20;16;21];[17;24;18;1];[19;14;20;15];[21;10;22;11];[23;16;24;17]],12,77,15.09435774
12n_136,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[22;10;23;9];[11;7;12;6];[18;14;19;13];[20;16;21;15];[24;18;1;17];[14;20;15;19];[10;22;11;21];[16;24;17;23]],12,59,15.29742539
12n_137,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[22;10;23;9];[11;7;12;6];[13;18;14;19];[15;20;16;21];[17;24;18;1];[19;14;20;15];[10;22;11;21];[23;16;24;17]],12,109,16.44655552
12n_138,[[1;5;2;4];[3;9;4;8];[5;13;6;12];[7;3;8;2];[9;22;10;23];[11;7;12;6];[18;14;19;13];[20;16;21;15];[24;18;1;17];[14;20;15;19];[21;10;22;11];[16;24;17;23]],12,11,13.91104106
12n_139,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[22;10;23;9];[16;12;17;11];[6;14;7;13];[20;15;21;16];[24;17;1;18];[10;20;11;19];[14;21;15;22];[18;23;19;24]],12,69,15.65164157
12n_140,[[1;5;2;4];[3;9;4;8];[12;6;13;5];[7;3;8;2];[9;22;10;23];[11;16;12;17];[6;14;7;13];[15;21;16;20];[17;1;18;24];[19;10;20;11];[21;15;22;14];[23;19;24;18]],12,111,17.24474466
12n_141,[[1;5;2;4];[3;9;4;8];[5;12;6;13];[7;3;8;2];[22;10;23;9];[16;12;17;11];[13;6;14;7];[20;15;21;16];[24;17;1;18];[10;20;11;19];[14;21;15;22];[18;23;19;24]],12,57,15.89617949
12n_142,[[1;5;2;4];[3;8;4;9];[12;5;13;6];[16;8;17;7];[9;2;10;3];[18;12;19;11];[20;13;21;14];[22;16;23;15];[10;18;11;17];[6;20;7;19];[24;21;1;22];[14;24;15;23]],12,43,12.6268438
12n_143,[[1;5;2;4];[3;8;4;9];[12;5;13;6];[16;8;17;7];[9;2;10;3];[18;12;19;11];[22;14;23;13];[20;15;21;16];[10;18;11;17];[6;20;7;19];[24;22;1;21];[14;24;15;23]],12,13,10.95517145
12n_144,[[1;5;2;4];[3;8;4;9];[12;5;13;6];[16;8;17;7];[9;2;10;3];[18;11;19;12];[22;13;23;14];[24;15;1;16];[20;18;21;17];[10;19;11;20];[6;22;7;21];[14;23;15;24]],12,75,14.00334073
12n_145,[[1;5;2;4];[3;8;4;9];[12;5;13;6];[16;8;17;7];[9;2;10;3];[18;11;19;12];[24;13;1;14];[22;15;23;16];[20;18;21;17];[10;19;11;20];[6;22;7;21];[14;23;15;24]],12,25,10.88963559
12n_146,[[1;5;2;4];[3;8;4;9];[12;5;13;6];[18;7;19;8];[9;2;10;3];[16;11;17;12];[22;13;23;14];[6;15;7;16];[10;17;11;18];[24;20;1;19];[14;21;15;22];[20;24;21;23]],12,47,12.5329044
12n_147,[[1;5;2;4];[3;8;4;9];[12;5;13;6];[20;7;21;8];[9;2;10;3];[18;12;19;11];[22;14;23;13];[6;15;7;16];[10;18;11;17];[16;20;17;19];[24;22;1;21];[14;24;15;23]],12,75,14.50811231
12n_148,[[1;5;2;4];[3;8;4;9];[12;5;13;6];[20;7;21;8];[9;2;10;3];[18;11;19;12];[22;13;23;14];[24;15;1;16];[6;17;7;18];[10;19;11;20];[16;21;17;22];[14;23;15;24]],12,17,10.55499885
12n_149,[[1;5;2;4];[3;8;4;9];[12;5;13;6];[20;7;21;8];[9;2;10;3];[18;11;19;12];[24;13;1;14];[22;15;23;16];[6;17;7;18];[10;19;11;20];[16;21;17;22];[14;23;15;24]],12,5,8.469809794
12n_150,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[16;10;17;9];[18;11;19;12];[20;14;21;13];[6;16;7;15];[24;18;1;17];[22;19;23;20];[12;22;13;21];[10;23;11;24]],12,57,12.45679296
12n_151,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[9;16;10;17];[11;19;12;18];[13;20;14;21];[6;16;7;15];[17;24;18;1];[19;23;20;22];[21;12;22;13];[23;11;24;10]],12,99,14.92455013
12n_152,[[1;5;2;4];[3;9;4;8];[5;14;6;15];[7;3;8;2];[16;10;17;9];[18;11;19;12];[20;14;21;13];[15;6;16;7];[24;18;1;17];[22;19;23;20];[12;22;13;21];[10;23;11;24]],12,69,13.40803387
12n_153,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[16;10;17;9];[18;12;19;11];[22;14;23;13];[6;16;7;15];[10;18;11;17];[24;20;1;19];[12;22;13;21];[20;24;21;23]],12,13,8.275143802
12n_154,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[9;16;10;17];[11;18;12;19];[13;22;14;23];[6;16;7;15];[17;10;18;11];[19;24;20;1];[21;12;22;13];[23;20;24;21]],12,47,11.74456212
12n_155,[[1;5;2;4];[3;9;4;8];[5;14;6;15];[7;3;8;2];[16;10;17;9];[18;12;19;11];[22;14;23;13];[15;6;16;7];[10;18;11;17];[24;20;1;19];[12;22;13;21];[20;24;21;23]],12,89,14.37358323
12n_156,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[16;10;17;9];[18;11;19;12];[22;13;23;14];[6;16;7;15];[20;18;21;17];[10;19;11;20];[24;22;1;21];[12;23;13;24]],12,33,11.67141734
12n_157,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[9;16;10;17];[11;19;12;18];[13;23;14;22];[6;16;7;15];[17;20;18;21];[19;11;20;10];[21;24;22;1];[23;13;24;12]],12,75,14.23749119
12n_158,[[1;5;2;4];[3;9;4;8];[5;14;6;15];[7;3;8;2];[16;10;17;9];[18;11;19;12];[22;13;23;14];[15;6;16;7];[20;18;21;17];[10;19;11;20];[24;22;1;21];[12;23;13;24]],12,93,15.52534554
12n_159,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[16;9;17;10];[20;11;21;12];[6;13;7;14];[24;15;1;16];[10;17;11;18];[22;19;23;20];[12;21;13;22];[18;23;19;24]],12,55,12.11343445
12n_160,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[16;9;17;10];[20;11;21;12];[6;13;7;14];[24;15;1;16];[12;17;13;18];[22;20;23;19];[10;21;11;22];[18;24;19;23]],12,53,12.08275828
12n_161,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[9;17;10;16];[11;21;12;20];[6;13;7;14];[15;1;16;24];[17;13;18;12];[19;22;20;23];[21;11;22;10];[23;18;24;19]],12,91,14.50737936
12n_162,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[16;9;17;10];[20;11;21;12];[13;7;14;6];[24;15;1;16];[12;17;13;18];[22;20;23;19];[10;21;11;22];[18;24;19;23]],12,61,12.76513667
12n_163,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[16;10;17;9];[20;12;21;11];[18;13;19;14];[6;16;7;15];[24;18;1;17];[22;20;23;19];[12;22;13;21];[10;23;11;24]],12,47,11.43225053
12n_164,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[9;16;10;17];[11;20;12;21];[13;19;14;18];[6;16;7;15];[17;24;18;1];[19;22;20;23];[21;12;22;13];[23;11;24;10]],12,85,14.0150769
12n_165,[[1;5;2;4];[3;9;4;8];[5;14;6;15];[7;3;8;2];[16;10;17;9];[20;12;21;11];[18;13;19;14];[15;6;16;7];[24;18;1;17];[22;20;23;19];[12;22;13;21];[10;23;11;24]],12,67,13.24247668
12n_166,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[16;10;17;9];[20;12;21;11];[22;14;23;13];[6;16;7;15];[24;18;1;17];[10;20;11;19];[12;22;13;21];[18;24;19;23]],12,41,10.04449994
12n_167,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[9;16;10;17];[11;20;12;21];[13;22;14;23];[6;16;7;15];[17;24;18;1];[19;10;20;11];[21;12;22;13];[23;18;24;19]],12,67,12.35064319
12n_168,[[1;5;2;4];[3;9;4;8];[5;14;6;15];[7;3;8;2];[16;10;17;9];[20;12;21;11];[22;14;23;13];[15;6;16;7];[24;18;1;17];[10;20;11;19];[12;22;13;21];[18;24;19;23]],12,37,10.07586097
12n_169,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[16;10;17;9];[20;12;21;11];[22;14;23;13];[6;16;7;15];[24;18;1;17];[12;20;13;19];[10;22;11;21];[18;24;19;23]],12,51,11.32486681
12n_170,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[9;16;10;17];[11;20;12;21];[13;22;14;23];[6;16;7;15];[17;24;18;1];[19;12;20;13];[21;10;22;11];[23;18;24;19]],12,81,13.46927943
12n_171,[[1;5;2;4];[3;9;4;8];[5;14;6;15];[7;3;8;2];[16;10;17;9];[20;12;21;11];[22;14;23;13];[15;6;16;7];[24;18;1;17];[12;20;13;19];[10;22;11;21];[18;24;19;23]],12,39,10.31992293
12n_172,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[16;10;17;9];[20;12;21;11];[24;14;1;13];[6;16;7;15];[12;18;13;17];[22;19;23;20];[10;22;11;21];[18;23;19;24]],12,23,9.571291149
12n_173,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[18;10;19;9];[16;11;17;12];[6;13;7;14];[20;16;21;15];[22;17;23;18];[24;20;1;19];[12;22;13;21];[10;23;11;24]],12,123,17.87600087
12n_174,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[9;18;10;19];[11;17;12;16];[6;13;7;14];[15;20;16;21];[17;23;18;22];[19;24;20;1];[21;12;22;13];[23;11;24;10]],12,165,19.17894146
12n_175,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;10;19;9];[16;11;17;12];[13;7;14;6];[20;16;21;15];[22;17;23;18];[24;20;1;19];[12;22;13;21];[10;23;11;24]],12,3,14.96118389
12n_176,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;10;19;9];[11;17;12;16];[13;7;14;6];[15;20;16;21];[17;23;18;22];[24;20;1;19];[21;12;22;13];[10;23;11;24]],12,63,14.1819758
12n_177,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[18;10;19;9];[16;12;17;11];[22;14;23;13];[6;16;7;15];[10;18;11;17];[24;20;1;19];[12;22;13;21];[20;24;21;23]],12,79,14.53877557
12n_178,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[9;18;10;19];[11;16;12;17];[13;22;14;23];[6;16;7;15];[17;10;18;11];[19;24;20;1];[21;12;22;13];[23;20;24;21]],12,101,15.44696151
12n_179,[[1;5;2;4];[3;9;4;8];[5;14;6;15];[7;3;8;2];[18;10;19;9];[16;12;17;11];[22;14;23;13];[15;6;16;7];[10;18;11;17];[24;20;1;19];[12;22;13;21];[20;24;21;23]],12,13,13.23552212
12n_180,[[1;5;2;4];[3;9;4;8];[5;14;6;15];[7;3;8;2];[18;10;19;9];[16;12;17;11];[13;22;14;23];[15;6;16;7];[10;18;11;17];[19;24;20;1];[21;12;22;13];[23;20;24;21]],12,97,15.86904369
12n_181,[[1;5;2;4];[3;9;4;8];[5;14;6;15];[7;3;8;2];[9;18;10;19];[11;16;12;17];[22;14;23;13];[15;6;16;7];[17;10;18;11];[24;20;1;19];[12;22;13;21];[20;24;21;23]],12,83,15.123005
12n_182,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[18;9;19;10];[16;12;17;11];[22;13;23;14];[6;16;7;15];[20;17;21;18];[10;19;11;20];[24;22;1;21];[12;23;13;24]],12,71,14.2723076
12n_183,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[9;19;10;18];[11;16;12;17];[13;23;14;22];[6;16;7;15];[17;21;18;20];[19;11;20;10];[21;24;22;1];[23;13;24;12]],12,109,15.96974192
12n_184,[[1;5;2;4];[3;9;4;8];[5;14;6;15];[7;3;8;2];[18;9;19;10];[16;12;17;11];[22;13;23;14];[15;6;16;7];[20;17;21;18];[10;19;11;20];[24;22;1;21];[12;23;13;24]],12,43,14.59150949
12n_185,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[18;10;19;9];[20;12;21;11];[6;13;7;14];[22;16;23;15];[12;18;13;17];[10;20;11;19];[24;22;1;21];[16;24;17;23]],12,55,12.6641099
12n_186,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[9;18;10;19];[11;20;12;21];[6;13;7;14];[15;22;16;23];[17;12;18;13];[19;10;20;11];[21;24;22;1];[23;16;24;17]],12,89,14.56651464
12n_187,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;10;19;9];[20;12;21;11];[13;7;14;6];[22;16;23;15];[12;18;13;17];[10;20;11;19];[24;22;1;21];[16;24;17;23]],12,47,13.95581573
12n_188,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;10;19;9];[20;12;21;11];[13;7;14;6];[15;22;16;23];[12;18;13;17];[10;20;11;19];[21;24;22;1];[23;16;24;17]],12,65,13.62078875
12n_189,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[9;18;10;19];[11;20;12;21];[13;7;14;6];[22;16;23;15];[17;12;18;13];[19;10;20;11];[24;22;1;21];[16;24;17;23]],12,79,14.35886182
12n_190,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[18;9;19;10];[20;11;21;12];[6;13;7;14];[22;15;23;16];[24;17;1;18];[10;19;11;20];[12;21;13;22];[16;23;17;24]],12,65,13.12929307
12n_191,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[9;19;10;18];[11;21;12;20];[6;13;7;14];[15;23;16;22];[17;1;18;24];[19;11;20;10];[21;13;22;12];[23;17;24;16]],12,79,13.6938049
12n_192,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;9;19;10];[20;11;21;12];[13;7;14;6];[22;15;23;16];[24;17;1;18];[10;19;11;20];[12;21;13;22];[16;23;17;24]],12,23,12.38686438
12n_193,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[18;9;19;10];[20;11;21;12];[6;13;7;14];[22;15;23;16];[24;17;1;18];[12;19;13;20];[10;21;11;22];[16;23;17;24]],12,59,12.79422529
12n_194,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[9;19;10;18];[11;21;12;20];[6;13;7;14];[15;23;16;22];[17;1;18;24];[19;13;20;12];[21;11;22;10];[23;17;24;16]],12,85,14.24057314
12n_195,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;9;19;10];[20;11;21;12];[13;7;14;6];[22;15;23;16];[24;17;1;18];[12;19;13;20];[10;21;11;22];[16;23;17;24]],12,19,12.32655636
12n_196,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;9;19;10];[20;11;21;12];[13;7;14;6];[15;23;16;22];[17;1;18;24];[12;19;13;20];[10;21;11;22];[23;17;24;16]],12,37,12.23543583
12n_197,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[9;19;10;18];[11;21;12;20];[13;7;14;6];[22;15;23;16];[24;17;1;18];[19;13;20;12];[21;11;22;10];[16;23;17;24]],12,107,15.65174526
12n_198,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[18;10;19;9];[20;11;21;12];[6;13;7;14];[24;15;1;16];[12;18;13;17];[22;20;23;19];[10;21;11;22];[16;23;17;24]],12,27,10.25904745
12n_199,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[18;9;19;10];[20;11;21;12];[6;13;7;14];[24;15;1;16];[22;17;23;18];[10;19;11;20];[12;21;13;22];[16;23;17;24]],12,11,6.721993288
12n_200,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[18;9;19;10];[20;11;21;12];[6;13;7;14];[24;15;1;16];[22;17;23;18];[12;19;13;20];[10;21;11;22];[16;23;17;24]],12,9,6.7519711
12n_201,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[18;10;19;9];[22;12;23;11];[6;13;7;14];[20;16;21;15];[10;18;11;17];[24;20;1;19];[12;22;13;21];[16;24;17;23]],12,105,16.59738856
12n_202,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[9;18;10;19];[11;22;12;23];[6;13;7;14];[15;20;16;21];[17;10;18;11];[19;24;20;1];[21;12;22;13];[23;16;24;17]],12,135,17.71068471
12n_203,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;10;19;9];[22;12;23;11];[13;7;14;6];[20;16;21;15];[10;18;11;17];[24;20;1;19];[12;22;13;21];[16;24;17;23]],12,15,13.70463056
12n_204,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;10;19;9];[22;12;23;11];[13;7;14;6];[15;20;16;21];[10;18;11;17];[19;24;20;1];[12;22;13;21];[16;24;17;23]],12,93,15.46066809
12n_205,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[18;10;19;9];[22;11;23;12];[6;13;7;14];[20;16;21;15];[12;18;13;17];[24;20;1;19];[16;22;17;21];[10;23;11;24]],12,77,15.42693884
12n_206,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[9;18;10;19];[11;23;12;22];[6;13;7;14];[15;20;16;21];[17;12;18;13];[19;24;20;1];[21;16;22;17];[23;11;24;10]],12,115,17.03870748
12n_207,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;10;19;9];[22;11;23;12];[13;7;14;6];[20;16;21;15];[12;18;13;17];[24;20;1;19];[16;22;17;21];[10;23;11;24]],12,37,14.34835471
12n_208,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[18;9;19;10];[22;11;23;12];[6;13;7;14];[20;15;21;16];[24;17;1;18];[12;19;13;20];[16;21;17;22];[10;23;11;24]],12,103,16.34528326
12n_209,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[9;19;10;18];[11;23;12;22];[6;13;7;14];[15;21;16;20];[17;1;18;24];[19;13;20;12];[21;17;22;16];[23;11;24;10]],12,137,17.6948237
12n_210,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[18;9;19;10];[22;11;23;12];[13;7;14;6];[20;15;21;16];[24;17;1;18];[12;19;13;20];[16;21;17;22];[10;23;11;24]],12,1,12.94582783
12n_211,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[18;10;19;9];[22;12;23;11];[6;13;7;14];[24;15;1;16];[10;18;11;17];[16;19;17;20];[12;22;13;21];[20;23;21;24]],12,51,13.26811851
12n_212,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[20;9;21;10];[16;11;17;12];[6;13;7;14];[22;15;23;16];[10;17;11;18];[24;19;1;20];[12;21;13;22];[18;23;19;24]],12,103,16.34528326
12n_213,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[9;21;10;20];[11;17;12;16];[6;13;7;14];[15;23;16;22];[17;11;18;10];[19;1;20;24];[21;13;22;12];[23;19;24;18]],12,137,17.6948237
12n_214,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[20;9;21;10];[16;11;17;12];[13;7;14;6];[22;15;23;16];[10;17;11;18];[24;19;1;20];[12;21;13;22];[18;23;19;24]],12,1,12.94582783
12n_215,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[20;10;21;9];[18;12;19;11];[6;13;7;14];[22;16;23;15];[12;18;13;17];[10;20;11;19];[24;22;1;21];[16;24;17;23]],12,61,12.88451738
12n_216,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[9;20;10;21];[11;18;12;19];[6;13;7;14];[15;22;16;23];[17;12;18;13];[19;10;20;11];[21;24;22;1];[23;16;24;17]],12,83,14.06641495
12n_217,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[20;10;21;9];[18;12;19;11];[13;7;14;6];[22;16;23;15];[12;18;13;17];[10;20;11;19];[24;22;1;21];[16;24;17;23]],12,5,11.689993
12n_218,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[20;9;21;10];[18;12;19;11];[6;13;7;14];[24;15;1;16];[12;18;13;17];[22;19;23;20];[10;21;11;22];[16;23;17;24]],12,29,10.27289984
12n_219,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[20;10;21;9];[22;11;23;12];[18;13;19;14];[6;16;7;15];[12;17;13;18];[16;19;17;20];[24;22;1;21];[10;23;11;24]],12,99,15.72115902
12n_220,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[20;10;21;9];[22;11;23;12];[13;19;14;18];[6;16;7;15];[17;13;18;12];[19;17;20;16];[24;22;1;21];[10;23;11;24]],12,21,13.43455964
12n_221,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[9;20;10;21];[11;23;12;22];[18;13;19;14];[6;16;7;15];[12;17;13;18];[16;19;17;20];[21;24;22;1];[23;11;24;10]],12,9,12.93351068
12n_222,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[9;20;10;21];[11;23;12;22];[13;19;14;18];[6;16;7;15];[17;13;18;12];[19;17;20;16];[21;24;22;1];[23;11;24;10]],12,129,16.81764564
12n_223,[[1;5;2;4];[3;9;4;8];[5;14;6;15];[7;3;8;2];[20;10;21;9];[22;11;23;12];[13;19;14;18];[15;6;16;7];[17;13;18;12];[19;17;20;16];[24;22;1;21];[10;23;11;24]],12,111,16.32842951
12n_224,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[22;10;23;9];[16;11;17;12];[6;13;7;14];[18;15;19;16];[12;17;13;18];[24;19;1;20];[10;22;11;21];[20;23;21;24]],12,81,15.14901769
12n_225,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[22;10;23;9];[11;17;12;16];[6;13;7;14];[15;19;16;18];[17;13;18;12];[24;19;1;20];[10;22;11;21];[20;23;21;24]],12,39,14.12424027
12n_226,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[22;10;23;9];[16;11;17;12];[6;13;7;14];[20;16;21;15];[10;17;11;18];[24;20;1;19];[12;22;13;21];[18;24;19;23]],12,77,15.42693884
12n_227,[[1;5;2;4];[3;9;4;8];[14;5;15;6];[7;3;8;2];[9;22;10;23];[11;17;12;16];[6;13;7;14];[15;20;16;21];[17;11;18;10];[19;24;20;1];[21;12;22;13];[23;18;24;19]],12,115,17.03870748
12n_228,[[1;5;2;4];[3;9;4;8];[5;15;6;14];[7;3;8;2];[22;10;23;9];[16;11;17;12];[13;7;14;6];[20;16;21;15];[10;17;11;18];[24;20;1;19];[12;22;13;21];[18;24;19;23]],12,37,14.34835471
12n_229,[[1;5;2;4];[3;9;4;8];[14;6;15;5];[7;3;8;2];[22;10;23;9];[16;12;17;11];[18;14;19;13];[6;16;7;15];[12;18;13;17];[24;19;1;20];[10;22;11;21];[20;23;21;24]],12,51,13.88991139
12n_230,[[1;5;2;4];[3;8;4;9];[5;15;6;14];[7;11;8;10];[9;2;10;3];[18;12;19;11];[13;7;14;6];[22;15;23;16];[12;18;13;17];[24;20;1;19];[16;21;17;22];[20;24;21;23]],12,19,13.31609922
12n_231,[[1;5;2;4];[3;8;4;9];[5;14;6;15];[7;11;8;10];[9;2;10;3];[18;12;19;11];[20;13;21;14];[15;6;16;7];[22;17;23;18];[24;20;1;19];[16;21;17;22];[12;23;13;24]],12,31,14.7212069
12n_232,[[1;5;2;4];[3;8;4;9];[5;14;6;15];[7;11;8;10];[9;2;10;3];[20;11;21;12];[22;14;23;13];[15;6;16;7];[12;17;13;18];[24;19;1;20];[16;22;17;21];[18;23;19;24]],12,31,14.7212069
12n_233,[[1;5;2;4];[3;9;4;8];[16;5;17;6];[7;3;8;2];[18;9;19;10];[20;11;21;12];[22;13;23;14];[6;15;7;16];[24;17;1;18];[10;19;11;20];[12;21;13;22];[14;23;15;24]],12,29,7.681490618
12n_234,[[1;5;2;4];[3;9;4;8];[16;5;17;6];[7;3;8;2];[9;19;10;18];[11;21;12;20];[13;23;14;22];[6;15;7;16];[17;1;18;24];[19;11;20;10];[21;13;22;12];[23;15;24;14]],12,43,9.462928248
12n_236,[[1;5;2;4];[3;9;4;8];[16;5;17;6];[7;3;8;2];[18;9;19;10];[20;11;21;12];[22;13;23;14];[6;15;7;16];[24;17;1;18];[10;19;11;20];[14;21;15;22];[12;23;13;24]],12,47,11.02380772
12n_237,[[1;5;2;4];[3;9;4;8];[16;5;17;6];[7;3;8;2];[9;19;10;18];[11;21;12;20];[13;23;14;22];[6;15;7;16];[17;1;18;24];[19;11;20;10];[21;15;22;14];[23;13;24;12]],12,73,13.1109813
12n_238,[[1;5;2;4];[3;9;4;8];[5;17;6;16];[7;3;8;2];[18;9;19;10];[20;11;21;12];[22;13;23;14];[15;7;16;6];[24;17;1;18];[10;19;11;20];[14;21;15;22];[12;23;13;24]],12,31,9.635892772
12n_239,[[1;5;2;4];[3;9;4;8];[16;5;17;6];[7;3;8;2];[18;9;19;10];[20;11;21;12];[22;13;23;14];[6;15;7;16];[24;17;1;18];[14;19;15;20];[12;21;13;22];[10;23;11;24]],12,43,10.9371747
12n_240,[[1;5;2;4];[3;9;4;8];[16;5;17;6];[7;3;8;2];[9;19;10;18];[11;21;12;20];[13;23;14;22];[6;15;7;16];[17;1;18;24];[19;15;20;14];[21;13;22;12];[23;11;24;10]],12,77,13.48416122
12n_241,[[1;5;2;4];[3;9;4;8];[5;17;6;16];[7;3;8;2];[18;9;19;10];[20;11;21;12];[22;13;23;14];[15;7;16;6];[24;17;1;18];[14;19;15;20];[12;21;13;22];[10;23;11;24]],12,59,12.43682943
12n_244,[[1;5;2;4];[3;9;4;8];[16;6;17;5];[7;3;8;2];[18;10;19;9];[20;12;21;11];[22;14;23;13];[24;16;1;15];[6;18;7;17];[14;20;15;19];[12;22;13;21];[10;24;11;23]],12,25,9.400006568
12n_245,[[1;5;2;4];[3;9;4;8];[16;6;17;5];[7;3;8;2];[18;10;19;9];[20;12;21;11];[24;14;1;13];[22;16;23;15];[6;18;7;17];[12;20;13;19];[10;22;11;21];[14;24;15;23]],12,39,11.80194684
12n_246,[[1;5;2;4];[3;9;4;8];[16;6;17;5];[7;3;8;2];[9;18;10;19];[11;20;12;21];[13;24;14;1];[15;22;16;23];[6;18;7;17];[19;12;20;13];[21;10;22;11];[23;14;24;15]],12,69,13.68623298
12n_247,[[1;5;2;4];[3;9;4;8];[5;16;6;17];[7;3;8;2];[18;10;19;9];[20;12;21;11];[24;14;1;13];[22;16;23;15];[17;6;18;7];[12;20;13;19];[10;22;11;21];[14;24;15;23]],12,51,12.89428666
